VendorName,Brand,Category,PurchasePrice,ActualPrice,QuantitySold,QuantityOnHand,TotalSales,TotalPurchaseCost,GrossProfit,PurchaseDate,Month,MonthName,Quarter,Year,ProfitMargin,MarkupRatio
Global Mart,Brand G,Food & Beverage,294.07,361.12,5,351,1805.6,1470.35,335.25,2023-07-31,7,Jul,3,2023,18.57,1.228
Apex Supplies,Brand A,Electronics,179.36,337.12,78,185,26295.36,13990.08,12305.28,2023-05-09,5,May,2,2023,46.8,1.88
FairWay Corp.,Brand F,Furniture,409.73,962.3,91,260,87569.3,37285.43,50283.87,2023-10-04,10,Oct,4,2023,57.42,2.349
Cardinal Goods,Brand C,Office Supplies,238.7,358.53,87,15,31192.11,20766.9,10425.21,2023-10-15,10,Oct,4,2023,33.42,1.502
Junction LLC,Brand J,Health & Beauty,47.59,74.19,14,272,1038.66,666.26,372.4,2023-07-16,7,Jul,3,2023,35.85,1.559
Global Mart,Brand G,Food & Beverage,91.37,115.3,104,159,11991.2,9502.48,2488.72,2023-12-22,12,Dec,4,2023,20.75,1.262
Junction LLC,Brand J,Health & Beauty,39.94,65.66,196,357,12869.36,7828.24,5041.12,2023-10-06,10,Oct,4,2023,39.17,1.644
Blue Ridge Co.,Brand B,Office Supplies,254.66,293.4,83,249,24352.2,21136.78,3215.42,2023-08-01,8,Aug,3,2023,13.2,1.152
Blue Ridge Co.,Brand B,Clothing,62.11,148.11,175,223,25919.25,10869.25,15050.0,2023-05-12,5,May,2,2023,58.06,2.385
Delta Traders,Brand D,Food & Beverage,65.93,134.65,54,255,7271.1,3560.22,3710.88,2023-10-20,10,Oct,4,2023,51.04,2.042
Apex Supplies,Brand A,Furniture,471.11,1171.67,132,179,154660.44,62186.52,92473.92,2023-11-17,11,Nov,4,2023,59.79,2.487
Cardinal Goods,Brand C,Food & Beverage,437.6,1022.21,95,19,97109.95,41572.0,55537.95,2023-10-12,10,Oct,4,2023,57.19,2.336
Icon Wholesale,Brand I,Health & Beauty,231.52,407.98,9,111,3671.82,2083.68,1588.14,2023-04-27,4,Apr,2,2023,43.25,1.762
Global Mart,Brand G,Electronics,493.04,901.06,53,119,47756.18,26131.12,21625.06,2023-01-20,1,Jan,1,2023,45.28,1.828
Global Mart,Brand G,Food & Beverage,10.09,13.79,77,193,1061.83,776.93,284.9,2023-01-30,1,Jan,1,2023,26.83,1.367
Delta Traders,Brand D,Furniture,310.85,543.01,60,467,32580.6,18651.0,13929.6,2023-02-08,2,Feb,1,2023,42.75,1.747
Blue Ridge Co.,Brand B,Clothing,312.05,737.76,46,110,33936.96,14354.3,19582.66,2023-07-19,7,Jul,3,2023,57.7,2.364
Delta Traders,Brand D,Sporting Goods,234.15,274.24,54,209,14808.96,12644.1,2164.86,2023-11-13,11,Nov,4,2023,14.62,1.171
FairWay Corp.,Brand F,Electronics,204.5,472.19,74,0,34942.06,15133.0,19809.06,2023-11-04,11,Nov,4,2023,56.69,2.309
Cardinal Goods,Brand C,Clothing,233.14,367.74,112,57,41186.88,26111.68,15075.2,2023-10-19,10,Oct,4,2023,36.6,1.577
Apex Supplies,Brand A,Food & Beverage,213.33,503.31,95,92,47814.45,20266.35,27548.1,2023-01-17,1,Jan,1,2023,57.61,2.359
Heritage Inc.,Brand H,Health & Beauty,367.94,889.4,165,220,146751.0,60710.1,86040.9,2023-11-23,11,Nov,4,2023,58.63,2.417
Eagle Exports,Brand E,Office Supplies,76.32,155.63,23,210,3579.49,1755.36,1824.13,2023-06-08,6,Jun,2,2023,50.96,2.039
Eagle Exports,Brand E,Health & Beauty,106.84,216.91,27,427,5856.57,2884.68,2971.89,2023-08-16,8,Aug,3,2023,50.74,2.03
Delta Traders,Brand D,Furniture,98.45,170.7,70,231,11949.0,6891.5,5057.5,2023-07-20,7,Jul,3,2023,42.33,1.734
FairWay Corp.,Brand F,Health & Beauty,138.61,314.61,194,261,61034.34,26890.34,34144.0,2023-04-21,4,Apr,2,2023,55.94,2.27
Cardinal Goods,Brand C,Electronics,267.38,654.08,109,363,71294.72,29144.42,42150.3,2023-03-05,3,Mar,1,2023,59.12,2.446
Icon Wholesale,Brand I,Health & Beauty,64.49,140.92,189,102,26633.88,12188.61,14445.27,2023-12-06,12,Dec,4,2023,54.24,2.185
Eagle Exports,Brand E,Furniture,435.4,858.05,77,49,66069.85,33525.8,32544.05,2023-06-12,6,Jun,2,2023,49.26,1.971
Cardinal Goods,Brand C,Sporting Goods,155.71,303.56,179,373,54337.24,27872.09,26465.15,2023-02-14,2,Feb,1,2023,48.71,1.95
Apex Supplies,Brand A,Food & Beverage,89.64,205.21,50,109,10260.5,4482.0,5778.5,2023-02-19,2,Feb,1,2023,56.32,2.289
Junction LLC,Brand J,Office Supplies,341.05,633.56,124,455,78561.44,42290.2,36271.24,2023-03-15,3,Mar,1,2023,46.17,1.858
FairWay Corp.,Brand F,Food & Beverage,28.66,63.78,19,87,1211.82,544.54,667.28,2023-11-05,11,Nov,4,2023,55.06,2.225
Blue Ridge Co.,Brand B,Health & Beauty,313.78,568.71,1,19,568.71,313.78,254.93,2023-07-27,7,Jul,3,2023,44.83,1.812
Cardinal Goods,Brand C,Clothing,352.12,418.12,40,13,16724.8,14084.8,2640.0,2023-09-23,9,Sep,3,2023,15.78,1.187
Apex Supplies,Brand A,Food & Beverage,115.31,188.82,160,132,30211.2,18449.6,11761.6,2023-10-10,10,Oct,4,2023,38.93,1.637
Icon Wholesale,Brand I,Sporting Goods,30.56,52.63,22,424,1157.86,672.32,485.54,2023-09-24,9,Sep,3,2023,41.93,1.722
Heritage Inc.,Brand H,Health & Beauty,188.19,244.32,112,295,27363.84,21077.28,6286.56,2023-08-06,8,Aug,3,2023,22.97,1.298
Blue Ridge Co.,Brand B,Office Supplies,58.31,72.51,194,33,14066.94,11312.14,2754.8,2023-07-09,7,Jul,3,2023,19.58,1.244
Heritage Inc.,Brand H,Furniture,67.07,124.06,40,379,4962.4,2682.8,2279.6,2023-06-24,6,Jun,2,2023,45.94,1.85
Icon Wholesale,Brand I,Sporting Goods,134.59,164.09,38,207,6235.42,5114.42,1121.0,2023-11-20,11,Nov,4,2023,17.98,1.219
Apex Supplies,Brand A,Health & Beauty,154.78,235.9,48,300,11323.2,7429.44,3893.76,2023-06-13,6,Jun,2,2023,34.39,1.524
Eagle Exports,Brand E,Sporting Goods,269.69,577.79,183,198,105735.57,49353.27,56382.3,2023-07-16,7,Jul,3,2023,53.32,2.142
Heritage Inc.,Brand H,Food & Beverage,342.41,838.97,75,79,62922.75,25680.75,37242.0,2023-10-21,10,Oct,4,2023,59.19,2.45
Blue Ridge Co.,Brand B,Office Supplies,300.46,632.47,183,70,115742.01,54984.18,60757.83,2023-07-25,7,Jul,3,2023,52.49,2.105
Delta Traders,Brand D,Furniture,82.7,205.9,179,154,36856.1,14803.3,22052.8,2023-02-21,2,Feb,1,2023,59.83,2.49
Global Mart,Brand G,Health & Beauty,94.32,195.97,107,77,20968.79,10092.24,10876.55,2023-11-11,11,Nov,4,2023,51.87,2.078
Cardinal Goods,Brand C,Electronics,440.6,665.88,188,77,125185.44,82832.8,42352.64,2023-04-04,4,Apr,2,2023,33.83,1.511
Eagle Exports,Brand E,Furniture,283.59,578.77,8,171,4630.16,2268.72,2361.44,2023-04-23,4,Apr,2,2023,51.0,2.041
Heritage Inc.,Brand H,Electronics,436.27,908.76,86,288,78153.36,37519.22,40634.14,2023-08-25,8,Aug,3,2023,51.99,2.083
Junction LLC,Brand J,Sporting Goods,192.06,311.22,68,32,21162.96,13060.08,8102.88,2023-12-14,12,Dec,4,2023,38.29,1.62
Cardinal Goods,Brand C,Clothing,311.06,349.88,75,299,26241.0,23329.5,2911.5,2023-04-22,4,Apr,2,2023,11.1,1.125
Delta Traders,Brand D,Furniture,266.6,555.72,137,275,76133.64,36524.2,39609.44,2023-05-17,5,May,2,2023,52.03,2.084
Icon Wholesale,Brand I,Sporting Goods,166.37,188.06,90,366,16925.4,14973.3,1952.1,2023-08-24,8,Aug,3,2023,11.53,1.13
Global Mart,Brand G,Electronics,240.26,476.59,130,419,61956.7,31233.8,30722.9,2023-12-04,12,Dec,4,2023,49.59,1.984
Apex Supplies,Brand A,Food & Beverage,256.22,340.53,80,6,27242.4,20497.6,6744.8,2023-03-14,3,Mar,1,2023,24.76,1.329
Delta Traders,Brand D,Food & Beverage,108.38,205.04,95,159,19478.8,10296.1,9182.7,2023-10-05,10,Oct,4,2023,47.14,1.892
Delta Traders,Brand D,Clothing,164.36,296.75,70,239,20772.5,11505.2,9267.3,2023-01-16,1,Jan,1,2023,44.61,1.805
Icon Wholesale,Brand I,Furniture,397.79,445.09,90,450,40058.1,35801.1,4257.0,2023-02-28,2,Feb,1,2023,10.63,1.119
FairWay Corp.,Brand F,Furniture,458.74,737.66,59,422,43521.94,27065.66,16456.28,2023-07-12,7,Jul,3,2023,37.81,1.608
Icon Wholesale,Brand I,Furniture,186.3,361.71,147,476,53171.37,27386.1,25785.27,2023-03-03,3,Mar,1,2023,48.49,1.942
FairWay Corp.,Brand F,Sporting Goods,160.42,367.05,28,23,10277.4,4491.76,5785.64,2023-01-10,1,Jan,1,2023,56.29,2.288
FairWay Corp.,Brand F,Office Supplies,105.65,247.65,72,213,17830.8,7606.8,10224.0,2023-07-20,7,Jul,3,2023,57.34,2.344
Eagle Exports,Brand E,Office Supplies,342.46,608.68,14,69,8521.52,4794.44,3727.08,2023-11-10,11,Nov,4,2023,43.74,1.777
Eagle Exports,Brand E,Clothing,168.32,356.8,24,367,8563.2,4039.68,4523.52,2023-02-01,2,Feb,1,2023,52.83,2.12
Blue Ridge Co.,Brand B,Furniture,494.0,762.26,112,215,85373.12,55328.0,30045.12,2023-12-25,12,Dec,4,2023,35.19,1.543
Heritage Inc.,Brand H,Sporting Goods,169.59,267.79,44,103,11782.76,7461.96,4320.8,2023-10-26,10,Oct,4,2023,36.67,1.579
Heritage Inc.,Brand H,Food & Beverage,203.13,278.74,56,214,15609.44,11375.28,4234.16,2023-04-02,4,Apr,2,2023,27.13,1.372
Apex Supplies,Brand A,Electronics,305.63,576.64,120,53,69196.8,36675.6,32521.2,2023-10-18,10,Oct,4,2023,47.0,1.887
Heritage Inc.,Brand H,Sporting Goods,402.83,620.52,179,293,111073.08,72106.57,38966.51,2023-01-14,1,Jan,1,2023,35.08,1.54
Eagle Exports,Brand E,Office Supplies,240.06,292.42,32,329,9357.44,7681.92,1675.52,2023-02-27,2,Feb,1,2023,17.91,1.218
Blue Ridge Co.,Brand B,Office Supplies,217.1,447.01,178,335,79567.78,38643.8,40923.98,2023-12-04,12,Dec,4,2023,51.43,2.059
Blue Ridge Co.,Brand B,Food & Beverage,497.86,1040.95,169,202,175920.55,84138.34,91782.21,2023-09-12,9,Sep,3,2023,52.17,2.091
FairWay Corp.,Brand F,Food & Beverage,15.14,24.28,194,287,4710.32,2937.16,1773.16,2023-07-21,7,Jul,3,2023,37.64,1.604
Icon Wholesale,Brand I,Electronics,448.58,541.62,25,44,13540.5,11214.5,2326.0,2023-12-12,12,Dec,4,2023,17.18,1.207
Apex Supplies,Brand A,Food & Beverage,83.08,140.97,116,316,16352.52,9637.28,6715.24,2023-10-30,10,Oct,4,2023,41.07,1.697
FairWay Corp.,Brand F,Clothing,395.1,679.28,189,197,128383.92,74673.9,53710.02,2023-11-09,11,Nov,4,2023,41.84,1.719
Icon Wholesale,Brand I,Electronics,312.79,636.88,66,215,42034.08,20644.14,21389.94,2023-11-20,11,Nov,4,2023,50.89,2.036
Heritage Inc.,Brand H,Food & Beverage,177.51,273.65,42,480,11493.3,7455.42,4037.88,2023-05-07,5,May,2,2023,35.13,1.542
FairWay Corp.,Brand F,Health & Beauty,438.2,900.78,193,308,173850.54,84572.6,89277.94,2023-07-03,7,Jul,3,2023,51.35,2.056
Cardinal Goods,Brand C,Sporting Goods,16.32,37.86,164,383,6209.04,2676.48,3532.56,2023-05-14,5,May,2,2023,56.89,2.32
Heritage Inc.,Brand H,Food & Beverage,121.08,173.44,76,434,13181.44,9202.08,3979.36,2023-07-19,7,Jul,3,2023,30.19,1.432
Icon Wholesale,Brand I,Clothing,287.78,710.96,137,331,97401.52,39425.86,57975.66,2023-06-26,6,Jun,2,2023,59.52,2.47
Apex Supplies,Brand A,Furniture,182.26,299.07,164,183,49047.48,29890.64,19156.84,2023-06-05,6,Jun,2,2023,39.06,1.641
Icon Wholesale,Brand I,Food & Beverage,309.08,455.63,38,26,17313.94,11745.04,5568.9,2023-05-02,5,May,2,2023,32.16,1.474
FairWay Corp.,Brand F,Office Supplies,21.81,36.86,161,165,5934.46,3511.41,2423.05,2023-11-21,11,Nov,4,2023,40.83,1.69
FairWay Corp.,Brand F,Office Supplies,67.06,82.63,170,317,14047.1,11400.2,2646.9,2023-04-29,4,Apr,2,2023,18.84,1.232
Delta Traders,Brand D,Office Supplies,72.28,92.23,61,273,5626.03,4409.08,1216.95,2023-07-19,7,Jul,3,2023,21.63,1.276
Apex Supplies,Brand A,Furniture,102.75,172.64,174,382,30039.36,17878.5,12160.86,2023-01-09,1,Jan,1,2023,40.48,1.68
Junction LLC,Brand J,Office Supplies,235.07,509.5,89,364,45345.5,20921.23,24424.27,2023-07-14,7,Jul,3,2023,53.86,2.167
Heritage Inc.,Brand H,Health & Beauty,378.54,893.52,189,102,168875.28,71544.06,97331.22,2023-10-21,10,Oct,4,2023,57.63,2.36
Blue Ridge Co.,Brand B,Food & Beverage,453.71,921.37,18,447,16584.66,8166.78,8417.88,2023-09-21,9,Sep,3,2023,50.76,2.031
Apex Supplies,Brand A,Office Supplies,419.33,523.03,70,332,36612.1,29353.1,7259.0,2023-01-27,1,Jan,1,2023,19.83,1.247
Blue Ridge Co.,Brand B,Electronics,106.48,217.31,82,372,17819.42,8731.36,9088.06,2023-06-15,6,Jun,2,2023,51.0,2.041
Apex Supplies,Brand A,Furniture,226.16,449.97,116,103,52196.52,26234.56,25961.96,2023-07-29,7,Jul,3,2023,49.74,1.99
Apex Supplies,Brand A,Health & Beauty,107.71,239.99,80,413,19199.2,8616.8,10582.4,2023-03-24,3,Mar,1,2023,55.12,2.228
Icon Wholesale,Brand I,Electronics,139.59,314.82,15,244,4722.3,2093.85,2628.45,2023-10-30,10,Oct,4,2023,55.66,2.255
Apex Supplies,Brand A,Electronics,256.74,594.48,176,304,104628.48,45186.24,59442.24,2023-06-09,6,Jun,2,2023,56.81,2.315
Delta Traders,Brand D,Electronics,43.37,72.85,13,168,947.05,563.81,383.24,2023-10-29,10,Oct,4,2023,40.47,1.68
Junction LLC,Brand J,Electronics,116.91,242.82,119,115,28895.58,13912.29,14983.29,2023-06-25,6,Jun,2,2023,51.85,2.077
FairWay Corp.,Brand F,Food & Beverage,468.34,691.06,43,140,29715.58,20138.62,9576.96,2023-06-08,6,Jun,2,2023,32.23,1.476
Global Mart,Brand G,Office Supplies,238.4,595.78,188,417,112006.64,44819.2,67187.44,2023-10-06,10,Oct,4,2023,59.99,2.499
Blue Ridge Co.,Brand B,Sporting Goods,228.24,307.09,57,355,17504.13,13009.68,4494.45,2023-06-18,6,Jun,2,2023,25.68,1.345
FairWay Corp.,Brand F,Food & Beverage,17.14,19.1,199,477,3800.9,3410.86,390.04,2023-07-06,7,Jul,3,2023,10.26,1.114
Global Mart,Brand G,Food & Beverage,131.23,171.69,17,124,2918.73,2230.91,687.82,2023-07-02,7,Jul,3,2023,23.57,1.308
Junction LLC,Brand J,Health & Beauty,434.48,949.87,178,24,169076.86,77337.44,91739.42,2023-05-21,5,May,2,2023,54.26,2.186
Junction LLC,Brand J,Health & Beauty,90.67,156.45,32,193,5006.4,2901.44,2104.96,2023-02-14,2,Feb,1,2023,42.05,1.725
Blue Ridge Co.,Brand B,Office Supplies,213.41,368.45,150,383,55267.5,32011.5,23256.0,2023-03-28,3,Mar,1,2023,42.08,1.726
Blue Ridge Co.,Brand B,Sporting Goods,17.02,41.48,55,99,2281.4,936.1,1345.3,2023-03-11,3,Mar,1,2023,58.97,2.437
Junction LLC,Brand J,Health & Beauty,244.38,583.45,185,401,107938.25,45210.3,62727.95,2023-07-25,7,Jul,3,2023,58.11,2.387
Global Mart,Brand G,Office Supplies,20.3,31.17,13,4,405.21,263.9,141.31,2023-03-30,3,Mar,1,2023,34.87,1.535
Apex Supplies,Brand A,Office Supplies,411.61,573.24,47,18,26942.28,19345.67,7596.61,2023-07-13,7,Jul,3,2023,28.2,1.393
Heritage Inc.,Brand H,Clothing,414.18,947.59,87,169,82440.33,36033.66,46406.67,2023-11-02,11,Nov,4,2023,56.29,2.288
Cardinal Goods,Brand C,Sporting Goods,395.99,937.87,62,273,58147.94,24551.38,33596.56,2023-10-14,10,Oct,4,2023,57.78,2.368
FairWay Corp.,Brand F,Health & Beauty,148.85,276.6,182,253,50341.2,27090.7,23250.5,2023-10-08,10,Oct,4,2023,46.19,1.858
Icon Wholesale,Brand I,Sporting Goods,420.25,832.6,29,120,24145.4,12187.25,11958.15,2023-11-18,11,Nov,4,2023,49.53,1.981
FairWay Corp.,Brand F,Food & Beverage,276.07,402.97,22,31,8865.34,6073.54,2791.8,2023-09-04,9,Sep,3,2023,31.49,1.46
Icon Wholesale,Brand I,Food & Beverage,193.17,429.05,65,148,27888.25,12556.05,15332.2,2023-03-14,3,Mar,1,2023,54.98,2.221
Global Mart,Brand G,Sporting Goods,316.41,628.06,29,265,18213.74,9175.89,9037.85,2023-02-23,2,Feb,1,2023,49.62,1.985
Icon Wholesale,Brand I,Clothing,16.05,28.97,48,36,1390.56,770.4,620.16,2023-01-20,1,Jan,1,2023,44.6,1.805
Blue Ridge Co.,Brand B,Clothing,80.05,94.79,5,176,473.95,400.25,73.7,2023-06-06,6,Jun,2,2023,15.55,1.184
Heritage Inc.,Brand H,Sporting Goods,373.72,890.32,163,341,145122.16,60916.36,84205.8,2023-06-23,6,Jun,2,2023,58.02,2.382
Heritage Inc.,Brand H,Health & Beauty,129.64,254.31,101,12,25685.31,13093.64,12591.67,2023-04-07,4,Apr,2,2023,49.02,1.962
Blue Ridge Co.,Brand B,Furniture,303.02,415.07,71,182,29469.97,21514.42,7955.55,2023-12-03,12,Dec,4,2023,27.0,1.37
Delta Traders,Brand D,Clothing,198.7,387.25,174,144,67381.5,34573.8,32807.7,2023-07-21,7,Jul,3,2023,48.69,1.949
Global Mart,Brand G,Electronics,428.85,878.48,163,264,143192.24,69902.55,73289.69,2023-06-19,6,Jun,2,2023,51.18,2.048
Delta Traders,Brand D,Food & Beverage,476.68,875.22,173,87,151413.06,82465.64,68947.42,2023-02-22,2,Feb,1,2023,45.54,1.836
Delta Traders,Brand D,Sporting Goods,442.95,932.56,141,427,131490.96,62455.95,69035.01,2023-05-09,5,May,2,2023,52.5,2.105
FairWay Corp.,Brand F,Electronics,142.6,272.94,138,461,37665.72,19678.8,17986.92,2023-09-28,9,Sep,3,2023,47.75,1.914
Junction LLC,Brand J,Sporting Goods,105.14,255.16,66,45,16840.56,6939.24,9901.32,2023-02-08,2,Feb,1,2023,58.79,2.427
FairWay Corp.,Brand F,Office Supplies,242.47,284.94,198,391,56418.12,48009.06,8409.06,2023-08-26,8,Aug,3,2023,14.9,1.175
Junction LLC,Brand J,Food & Beverage,13.59,16.97,72,118,1221.84,978.48,243.36,2023-05-14,5,May,2,2023,19.92,1.249
Cardinal Goods,Brand C,Food & Beverage,22.65,30.42,25,420,760.5,566.25,194.25,2023-12-26,12,Dec,4,2023,25.54,1.343
Icon Wholesale,Brand I,Clothing,281.11,580.84,172,18,99904.48,48350.92,51553.56,2023-09-27,9,Sep,3,2023,51.6,2.066
Junction LLC,Brand J,Clothing,265.02,531.06,60,446,31863.6,15901.2,15962.4,2023-11-29,11,Nov,4,2023,50.1,2.004
Blue Ridge Co.,Brand B,Electronics,497.35,1168.22,175,219,204438.5,87036.25,117402.25,2023-03-04,3,Mar,1,2023,57.43,2.349
FairWay Corp.,Brand F,Office Supplies,108.9,231.52,40,429,9260.8,4356.0,4904.8,2023-02-05,2,Feb,1,2023,52.96,2.126
Global Mart,Brand G,Sporting Goods,136.47,247.24,7,232,1730.68,955.29,775.39,2023-01-29,1,Jan,1,2023,44.8,1.812
Icon Wholesale,Brand I,Office Supplies,65.63,163.32,174,93,28417.68,11419.62,16998.06,2023-03-26,3,Mar,1,2023,59.82,2.488
Cardinal Goods,Brand C,Food & Beverage,459.6,676.78,151,454,102193.78,69399.6,32794.18,2023-01-19,1,Jan,1,2023,32.09,1.473
Junction LLC,Brand J,Electronics,391.13,886.48,46,250,40778.08,17991.98,22786.1,2023-01-07,1,Jan,1,2023,55.88,2.266
Cardinal Goods,Brand C,Furniture,412.95,700.99,86,249,60285.14,35513.7,24771.44,2023-07-24,7,Jul,3,2023,41.09,1.698
Global Mart,Brand G,Electronics,452.35,908.42,141,281,128087.22,63781.35,64305.87,2023-04-27,4,Apr,2,2023,50.2,2.008
Delta Traders,Brand D,Health & Beauty,267.2,565.98,21,231,11885.58,5611.2,6274.38,2023-11-15,11,Nov,4,2023,52.79,2.118
Heritage Inc.,Brand H,Electronics,231.08,459.22,1,45,459.22,231.08,228.14,2023-02-28,2,Feb,1,2023,49.68,1.987
Global Mart,Brand G,Office Supplies,171.89,222.89,123,373,27415.47,21142.47,6273.0,2023-12-25,12,Dec,4,2023,22.88,1.297
Eagle Exports,Brand E,Health & Beauty,298.72,513.84,147,45,75534.48,43911.84,31622.64,2023-11-30,11,Nov,4,2023,41.87,1.72
Global Mart,Brand G,Health & Beauty,232.6,438.69,125,458,54836.25,29075.0,25761.25,2023-05-06,5,May,2,2023,46.98,1.886
Cardinal Goods,Brand C,Health & Beauty,231.27,529.3,188,13,99508.4,43478.76,56029.64,2023-04-18,4,Apr,2,2023,56.31,2.289
Blue Ridge Co.,Brand B,Furniture,469.09,807.35,33,84,26642.55,15479.97,11162.58,2023-01-26,1,Jan,1,2023,41.9,1.721
FairWay Corp.,Brand F,Electronics,492.18,1174.46,4,318,4697.84,1968.72,2729.12,2023-03-28,3,Mar,1,2023,58.09,2.386
Blue Ridge Co.,Brand B,Office Supplies,400.28,687.09,3,327,2061.27,1200.84,860.43,2023-07-11,7,Jul,3,2023,41.74,1.717
Cardinal Goods,Brand C,Electronics,380.81,711.46,91,2,64742.86,34653.71,30089.15,2023-06-10,6,Jun,2,2023,46.47,1.868
FairWay Corp.,Brand F,Furniture,343.47,760.72,52,27,39557.44,17860.44,21697.0,2023-12-23,12,Dec,4,2023,54.85,2.215
Eagle Exports,Brand E,Food & Beverage,91.38,175.11,28,380,4903.08,2558.64,2344.44,2023-01-12,1,Jan,1,2023,47.82,1.916
Heritage Inc.,Brand H,Clothing,38.96,95.23,70,156,6666.1,2727.2,3938.9,2023-10-16,10,Oct,4,2023,59.09,2.444
Icon Wholesale,Brand I,Office Supplies,348.46,705.45,198,342,139679.1,68995.08,70684.02,2023-07-22,7,Jul,3,2023,50.6,2.024
Cardinal Goods,Brand C,Office Supplies,367.11,672.47,183,401,123062.01,67181.13,55880.88,2023-02-25,2,Feb,1,2023,45.41,1.832
Junction LLC,Brand J,Electronics,33.02,37.41,57,418,2132.37,1882.14,250.23,2023-07-17,7,Jul,3,2023,11.73,1.133
Cardinal Goods,Brand C,Clothing,464.75,780.42,108,332,84285.36,50193.0,34092.36,2023-03-13,3,Mar,1,2023,40.45,1.679
Cardinal Goods,Brand C,Sporting Goods,54.66,83.03,144,331,11956.32,7871.04,4085.28,2023-03-02,3,Mar,1,2023,34.17,1.519
FairWay Corp.,Brand F,Sporting Goods,150.09,322.3,24,174,7735.2,3602.16,4133.04,2023-12-26,12,Dec,4,2023,53.43,2.147
Apex Supplies,Brand A,Furniture,339.47,472.4,197,113,93062.8,66875.59,26187.21,2023-05-23,5,May,2,2023,28.14,1.392
Global Mart,Brand G,Sporting Goods,93.24,129.35,169,388,21860.15,15757.56,6102.59,2023-03-16,3,Mar,1,2023,27.92,1.387
Apex Supplies,Brand A,Office Supplies,37.15,50.72,77,486,3905.44,2860.55,1044.89,2023-02-21,2,Feb,1,2023,26.75,1.365
Eagle Exports,Brand E,Sporting Goods,172.26,219.78,175,330,38461.5,30145.5,8316.0,2023-03-26,3,Mar,1,2023,21.62,1.276
Junction LLC,Brand J,Food & Beverage,385.33,591.64,76,249,44964.64,29285.08,15679.56,2023-01-15,1,Jan,1,2023,34.87,1.535
Heritage Inc.,Brand H,Food & Beverage,212.7,497.78,69,58,34346.82,14676.3,19670.52,2023-11-09,11,Nov,4,2023,57.27,2.34
Delta Traders,Brand D,Food & Beverage,329.96,720.93,101,202,72813.93,33325.96,39487.97,2023-05-23,5,May,2,2023,54.23,2.185
Eagle Exports,Brand E,Sporting Goods,294.01,626.05,159,314,99541.95,46747.59,52794.36,2023-07-20,7,Jul,3,2023,53.04,2.129
Delta Traders,Brand D,Furniture,20.89,46.3,92,238,4259.6,1921.88,2337.72,2023-12-26,12,Dec,4,2023,54.88,2.216
Delta Traders,Brand D,Health & Beauty,494.38,730.29,92,233,67186.68,45482.96,21703.72,2023-05-14,5,May,2,2023,32.3,1.477
Heritage Inc.,Brand H,Health & Beauty,30.3,70.98,30,302,2129.4,909.0,1220.4,2023-12-18,12,Dec,4,2023,57.31,2.343
Blue Ridge Co.,Brand B,Clothing,484.22,625.72,18,94,11262.96,8715.96,2547.0,2023-11-27,11,Nov,4,2023,22.61,1.292
Apex Supplies,Brand A,Health & Beauty,279.43,438.95,44,478,19313.8,12294.92,7018.88,2023-10-12,10,Oct,4,2023,36.34,1.571
Cardinal Goods,Brand C,Health & Beauty,481.95,926.04,155,140,143536.2,74702.25,68833.95,2023-09-10,9,Sep,3,2023,47.96,1.921
Icon Wholesale,Brand I,Food & Beverage,66.23,82.39,99,333,8156.61,6556.77,1599.84,2023-01-14,1,Jan,1,2023,19.61,1.244
Delta Traders,Brand D,Food & Beverage,250.3,531.18,154,112,81801.72,38546.2,43255.52,2023-04-03,4,Apr,2,2023,52.88,2.122
Junction LLC,Brand J,Sporting Goods,93.06,152.82,121,108,18491.22,11260.26,7230.96,2023-08-05,8,Aug,3,2023,39.1,1.642
Eagle Exports,Brand E,Clothing,34.98,76.89,115,361,8842.35,4022.7,4819.65,2023-07-07,7,Jul,3,2023,54.51,2.198
Blue Ridge Co.,Brand B,Electronics,312.59,559.55,60,344,33573.0,18755.4,14817.6,2023-08-07,8,Aug,3,2023,44.14,1.79
Delta Traders,Brand D,Office Supplies,111.81,151.3,146,288,22089.8,16324.26,5765.54,2023-03-25,3,Mar,1,2023,26.1,1.353
Blue Ridge Co.,Brand B,Clothing,297.97,634.28,56,96,35519.68,16686.32,18833.36,2023-08-31,8,Aug,3,2023,53.02,2.129
Blue Ridge Co.,Brand B,Clothing,65.06,94.53,31,445,2930.43,2016.86,913.57,2023-10-21,10,Oct,4,2023,31.18,1.453
Delta Traders,Brand D,Furniture,172.67,308.58,101,334,31166.58,17439.67,13726.91,2023-02-14,2,Feb,1,2023,44.04,1.787
FairWay Corp.,Brand F,Sporting Goods,393.0,473.86,59,15,27957.74,23187.0,4770.74,2023-01-23,1,Jan,1,2023,17.06,1.206
Global Mart,Brand G,Furniture,224.16,440.48,124,43,54619.52,27795.84,26823.68,2023-02-03,2,Feb,1,2023,49.11,1.965
Junction LLC,Brand J,Clothing,317.6,645.43,130,441,83905.9,41288.0,42617.9,2023-01-06,1,Jan,1,2023,50.79,2.032
Cardinal Goods,Brand C,Clothing,327.25,533.46,97,375,51745.62,31743.25,20002.37,2023-07-01,7,Jul,3,2023,38.66,1.63
Cardinal Goods,Brand C,Clothing,423.44,1031.58,167,229,172273.86,70714.48,101559.38,2023-12-28,12,Dec,4,2023,58.95,2.436
